id,fullName,birthDate,currentAge,height,weight,POS,Birthplace,B/T
692473,Christopher Escarrega,17-07-1999,25.0,"5' 9""",194.0,C,"Uriangato, Mexico",S/R
540988,Demetrio Gutierrez,14-02-1990,34.0,"6' 2""",185.0,P,"Los Mochis, Mexico",L/L
554031,Jose Manuel Orozco,17-10-1990,34.0,"6' 0""",190.0,OF,"Mazatlan, Mexico",L/L
510613,Carlos Alvarez,28-10-1987,37.0,"5' 8""",182.0,OF,"Guadalajara, Mexico",L/R
518530,Xorge Carrillo,12-04-1989,35.0,"6' 1""",235.0,C,"Tijuana, Mexico",R/R
594096,Gilberto Galaviz,04-09-1991,33.0,"6' 0""",180.0,C,"Los Mochis, Mexico",R/R
547862,David Reyes,12-04-1990,34.0,"6' 0""",190.0,P,"Los Mochis, Mexico",R/R
607414,Jeff Johnson,09-02-1990,34.0,"6' 0""",185.0,P,"Thousand Oaks, USA",R/R
657670,Greg Mahle,17-04-1993,31.0,"6' 2""",230.0,P,"Los Alamitos, USA",L/L
659253,Aldo Flores,30-09-1995,29.0,"5' 10""",168.0,IF,"Calvillo, Mexico",L/R
678455,Carlos Stiff Rodriguez,12-06-1997,27.0,"5' 9""",165.0,P,"Ocotlan, Mexico",L/L
672951,Victor Ruiz,20-10-1999,25.0,"6' 1""",190.0,C,"Mexicali, Mexico",R/R
453526,Jesse Estrada,27-10-1983,41.0,"6' 8""",260.0,P,"El Paso, USA",R/R
697779,Jose Robledo,14-09-2003,21.0,"5' 7""",188.0,SS,"Monterrey, Mexico",S/R
640460,Dustin Peterson,10-09-1994,30.0,"6' 1""",210.0,OF,"Phoenix, USA",R/R
645799,Isaac Jimenez,12-12-1995,28.0,"5' 11""",175.0,P,"Oaxaca, Mexico",R/R
644425,Jake Sanchez,19-08-1989,35.0,"6' 1""",205.0,P,"Brawley, USA",R/R
495664,Ricardo Serrano,03-04-1986,38.0,"5' 9""",165.0,2B,"Gomez Palacio, Mexico",S/R
665745,Javier Salazar,28-10-1996,28.0,"6' 1""",205.0,IF,"Monterrey, Mexico",L/R
666510,Ulises Lopez,31-05-1989,35.0,"6' 0""",200.0,P,"Cananea, Mexico",R/R
514982,Rogelio Noris,03-12-1989,34.0,"6' 2""",220.0,OF,"Mazatlan, Mexico",R/R
574831,Michael Choice,10-11-1989,35.0,"6' 0""",230.0,OF,"Fort Worth, USA",R/R
667918,Erick Casillas,01-01-1997,27.0,"5' 10""",187.0,P,"Guadalajara, Mexico",R/R
549930,Alberto Carreon,01-05-1988,36.0,"5' 9""",200.0,SS,"Guadalajara, Mexico",R/R
553868,Norman Elenes,10-07-1992,32.0,"6' 0""",175.0,P,"Culiacan, Mexico",L/R
593495,Daniel Castro,14-11-1992,32.0,"5' 11""",201.0,SS,"Guaymas, Mexico",R/R
676021,Luis Santos,04-01-2000,24.0,"5' 6""",160.0,2B,"Paso de la Boca, Mexico",R/R
511428,Leo Heras,29-05-1990,34.0,"5' 9""",190.0,OF,"Tijuana, Mexico",L/R
674481,Daniel Flores,06-02-1998,26.0,"6' 2""",227.0,P,"Monclova, Mexico",L/R
484132,Thomas Melgarejo,10-01-1987,37.0,"6' 1""",220.0,P,"Minatitlan, Mexico",L/L
665870,Kevin Zamudio,23-08-1997,27.0,"6' 0""",200.0,1B,"Tijuana, Mexico",R/R
622747,Eduardo Vera,03-07-1994,30.0,"6' 2""",195.0,P,"Merida, Mexico",R/R
429440,Edgar Gonzalez,23-02-1983,41.0,"6' 2""",210.0,P,"Monterrey, Mexico",R/R
661150,Andres Martin,14-02-1997,27.0,"6' 0""",190.0,OF,"San Luis Rio Colorado, Mexico",R/R
628329,Rusney Castillo,09-07-1987,37.0,"5' 9""",207.0,OF,"Ciego de Avila, Cuba",R/R
477369,Jose Amador,20-08-1979,45.0,"5' 10""",190.0,2B,"Mexicali, Mexico",R/R
665712,Juan Lopez,25-06-1997,27.0,"6' 2""",175.0,P,"Los Mochis, Mexico",R/R
690909,Daniel Cruz,08-09-1999,25.0,"5' 9""",161.0,P,"Saltillo, Mexico",R/R
